1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID,(I) Incumbent Indicator,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"GE RUNOFF ELECTION VOTES (GA, GU, LA)","GE RUNOFF ELECTION % (GA, GU, LA)","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",PE WINNER INDICATOR,GE WINNER INDICATOR,FOOTNOTES,,,,,
1858,MO,Missouri,01,H8MO01143,,Cori,Bush,"Bush, Cori",,D,"73,274",48.52%,,,"249,087",78.78%,,,,,W,W,,,,,,
1859,MO,Missouri,01,H0MO01066,(I),Lacy,Clay,"Clay, Lacy",,D,"68,887",45.62%,,,,,,,,,,,,,,,,
1860,MO,Missouri,01,"H0MO01199
",,Katherine (Kat),Bruckner,"Bruckner, Katherine (Kat)",,D,"8,850",5.86%,,,,,,,,,,,,,,,,
1861,MO,Missouri,01,n/a,,,,,Party Votes:,D,"151,011",,,,,,,,,,,,,,,,,
1862,MO,Missouri,01,H0MO01207,,Anthony,Rogers,"Rogers, Anthony",,R,"6,979",61.51%,,,"59,940",18.96%,,,,,W,,,,,,,
1863,MO,Missouri,01,H0MO01181,,Winnie,Heartstrong,"Heartstrong, Winnie",,R,"4,367",38.49%,,,,,,,,,,,,,,,,
1864,MO,Missouri,01,n/a,,,,,Party Votes:,R,"11,346",,,,,,,,,,,,,,,,,
1865,MO,Missouri,01,"H0MO01215
",,Alex,Furman,"Furman, Alex",,LIB,337,100.00%,,,"6,766",2.14%,,,,,W,,,,,,,
1866,MO,Missouri,01,n/a,,,,,Party Votes:,LIB,337,,,,,,,,,,,,,,,,,
1867,MO,Missouri,01,H0MO01231,,Martin D.,Baker,"Baker, Martin D.",,W,,,,,378,0.12%,,,,,,,,,,,,
1868,MO,Missouri,01,n/a,,,,,District Votes:,,"162,694",,,,"316,171",,,,,,,,,,,,,
1869,MO,Missouri,02,H2MO02102,(I),Ann,Wagner,"Wagner, Ann",,R,"63,686",100.00%,,,"233,157",51.89%,,,,,W,W,,,,,,
1870,MO,Missouri,02,n/a,,,,,Party Votes:,R,"63,686",,,,,,,,,,,,,,,,,
1871,MO,Missouri,02,H0MO02254,,Jill ,Schupp,"Schupp, Jill ",,D,"103,164",100.00%,,,"204,540",45.52%,,,,,W,,,,,,,
1872,MO,Missouri,02,n/a,,,,,Party Votes:,D,"103,164",,,,,,,,,,,,,,,,,
1873,MO,Missouri,02,"H0MO02262
",,Martin,Schulte,"Schulte, Martin",,LIB,737,100.00%,,,"11,647",2.59%,,,,,W,,,,,,,
1874,MO,Missouri,02,n/a,,,,,Party Votes:,LIB,737,,,,,,,,,,,,,,,,,
1875,MO,Missouri,02,n/a,,Gina,Bufe,"Bufe, Gina",,W,,,,,4,0.00%,,,,,,,,,,,,
1876,MO,Missouri,02,n/a,,,,,District Votes:,,"167,587",,,,"449,348",,,,,,,,,,,,,
1877,MO,Missouri,03,H8MO09153,(I),Blaine,Luetkemeyer,"Luetkemeyer, Blaine",,R,"80,627",74.84%,,,"282,866",69.44%,,,,,W,W,,,,,,
1878,MO,Missouri,03,H0MO03237,,Brandon,Wilkinson,"Wilkinson, Brandon",,R,"15,901",14.76%,,,,,,,,,,,,,,,,
1879,MO,Missouri,03,H0MO03211,,Lynette,Trares,"Trares, Lynette",,R,"4,197",3.90%,,,,,,,,,,,,,,,,
1880,MO,Missouri,03,H0MO03229,,Jeffrey,Nowak,"Nowak, Jeffrey",,R,"3,517",3.26%,,,,,,,,,,,,,,,,
1881,MO,Missouri,03,H0MO03195,,Adela,Wisdom,"Wisdom, Adela",,R,"3,485",3.24%,,,,,,,,,,,,,,,,
1882,MO,Missouri,03,n/a,,,,,Party Votes:,R,"107,727",,,,,,,,,,,,,,,,,
1883,MO,Missouri,03,"H0MO03245
",,Megan,Rezabek,"Rezabek, Megan",,D,"27,826",66.85%,,,"116,095",28.50%,,,,,W,,,,,,,
1884,MO,Missouri,03,H0MO03203,,Dennis,Oglesby,"Oglesby, Dennis",,D,"13,801",33.15%,,,,,,,,,,,,,,,,
1885,MO,Missouri,03,n/a,,,,,Party Votes:,D,"41,627",,,,,,,,,,,,,,,,,
1886,MO,Missouri,03,H0MO04151,,"Leonard J., II",Steinman,"Steinman, Leonard J., II",,LIB,627,100.00%,,,"8,344",2.05%,,,,,W,,,,,,,
1887,MO,Missouri,03,n/a,,,,,Party Votes:,LIB,627,,,,,,,,,,,,,,,,,
1888,MO,Missouri,03,n/a,,Thomas (Tom),Clapp,"Clapp, Thomas (Tom)",,W,,,,,43,0.01%,,,,,,,,,,,,
1889,MO,Missouri,03,n/a,,,,,District Votes:,,"149,981",,,,"407,348",,,,,,,,,,,,,
1890,MO,Missouri,04,H0MO04086,(I),Vicky ,Hartzler,"Hartzler, Vicky ",,R,"80,652",76.59%,,,"245,247",67.59%,,,,,W,W,,,,,,
1891,MO,Missouri,04,H0MO04219,,Neal,Gist,"Gist, Neal",,R,"24,646",23.41%,,,,,,,,,,,,,,,,
1892,MO,Missouri,04,n/a,,,,,Party Votes:,R,"105,298",,,,,,,,,,,,,,,,,
1893,MO,Missouri,04,H0MO04235,,Lindsey ,Simmons,"Simmons, Lindsey ",,D,"38,339",100.00%,,,"107,635",29.66%,,,,,W,,,,,,,
1894,MO,Missouri,04,n/a,,,,,Party Votes:,D,"38,339",,,,,,,,,,,,,,,,,
1895,MO,Missouri,04,H8MO04105,,Steven K.,Koonse,"Koonse, Steven K.",,LIB,357,53.05%,,,"9,954",2.74%,,,,,W,,,,,,,
1896,MO,Missouri,04,H0MO04243,,Robert E. ,Smith,"Smith, Robert E. ",,LIB,316,46.95%,,,,,,,,,,,,,,,,
1897,MO,Missouri,04,n/a,,,,,Party Votes:,LIB,673,,,,,,,,,,,,,,,,,
1898,MO,Missouri,04,n/a,,,,,District Votes:,,"144,310",,,,"362,836",,,,,,,,,,,,,
1899,MO,Missouri,05,H4MO05234,(I),"Emanuel, II",Cleaver,"Cleaver, Emanuel, II",,D,"75,040",85.31%,,,"207,180",58.79%,,,,,W,W,,,,,,
1900,MO,Missouri,05,H0MO05182,,Maite,Salazar,"Salazar, Maite",,D,"12,923",14.69%,,,,,,,,,,,,,,,,
1901,MO,Missouri,05,n/a,,,,,Party Votes:,D,"87,963",,,,,,,,,,,,,,,,,
1902,MO,Missouri,05,H0MO05208,,Ryan,Derks,"Derks, Ryan",,R,"13,832",33.99%,,,"135,934",38.57%,,,,,W,,,,,,,
1903,MO,Missouri,05,H0MO05216,,Jerry W. ,Barham,"Barham, Jerry W. ",,R,"12,880",31.65%,,,,,,,,,,,,,,,,
1904,MO,Missouri,05,H4MO05267,,Clay,Chastain,"Chastain, Clay",,R,"7,519",18.48%,,,,,,,,,,,,,,,,
1905,MO,Missouri,05,"H0MO05232
",,Weldon (Wilbur),Woodward,"Woodward, Weldon (Wilbur)",,R,"2,381",5.85%,,,,,,,,,,,,,,,,
1906,MO,Missouri,05,"H0MO05224
",,R. H. (Twin Bears),Hess,"Hess, R. H. (Twin Bears)",,R,"2,207",5.42%,,,,,,,,,,,,,,,,
1907,MO,Missouri,05,H8MO05136,,Richonda,Oaks,"Oaks, Richonda",,R,"1,872",4.60%,,,,,,,,,,,,,,,,
1908,MO,Missouri,05,n/a,,,,,Party Votes:,R,"40,691",,,,,,,,,,,,,,,,,
1909,MO,Missouri,05,H0MO05240,,Robin,Dominick,"Dominick, Robin",,LIB,542,100.00%,,,"9,272",2.63%,,,,,W,,,,,,,
1910,MO,Missouri,05,n/a,,,,,Party Votes:,LIB,542,,,,,,,,,,,,,,,,,
1911,MO,Missouri,05,H0MO05190,,Antwain,Winters,"Winters, Antwain",,W,,,,,41,0.01%,,,,,,,,,,,,
1912,MO,Missouri,05,n/a,,Emmanuel,Dorn,"Dorn, Emmanuel",,W,,,,,2,0.00%,,,,,,,,,,,,
1913,MO,Missouri,05,H0MO05257,,Billy,Ballard,"Ballard, Billy",,W,,,,,1,0.00%,,,,,,,,,,,,
1914,MO,Missouri,05,n/a,,,,,District Votes:,,"129,196",,,,"352,430",,,,,,,,,,,,,
1915,MO,Missouri,06,H0MO06073,(I),Sam,Graves,"Graves, Sam",,R,"81,584",79.66%,,,"258,709",67.06%,,,,,W,W,,,,,,
1916,MO,Missouri,06,H0MO06164,,Chris,Ryan,"Ryan, Chris",,R,"20,826",20.34%,,,,,,,,,,,,,,,,
1917,MO,Missouri,06,n/a,,,,,Party Votes:,R,"102,410",,,,,,,,,,,,,,,,,
1918,MO,Missouri,06,H0MO06222,,Gena L. ,Ross,"Ross, Gena L. ",,D,"14,503",32.83%,,,"118,926",30.83%,,,,,W,,,,,,,
1919,MO,Missouri,06,H0MO06198,,Ramona ,Farris,"Farris, Ramona ",,D,"11,882",26.90%,,,,,,,,,,,,,,,,
1920,MO,Missouri,06,H8MO06092,,Henry,Martin,"Martin, Henry",,D,"9,393",21.26%,,,,,,,,,,,,,,,,
1921,MO,Missouri,06,H0MO06206,,Charles,West,"West, Charles",,D,"6,951",15.73%,,,,,,,,,,,,,,,,
1922,MO,Missouri,06,H0MO06024,,Donald Robert,Sartain,"Sartain, Donald Robert",,D,"1,447",3.28%,,,,,,,,,,,,,,,,
1923,MO,Missouri,06,n/a,,,,,Party Votes:,D,"44,176",,,,,,,,,,,,,,,,,
1924,MO,Missouri,06,H2MO02078,,Jim ,Higgins,"Higgins, Jim ",,LIB,431,100.00%,,,"8,144",2.11%,,,,,W,,,,,,,
1925,MO,Missouri,06,n/a,,,,,Party Votes:,LIB,431,,,,,,,,,,,,,,,,,
1926,MO,Missouri,06,n/a,,,,,District Votes:,,"147,017",,,,"385,779",,,,,,,,,,,,,
1927,MO,Missouri,07,H0MO07113,(I),Billy,Long,"Long, Billy",,R,"69,407",66.12%,,,"254,318",68.87%,,,,,W,W,,,,,,
1928,MO,Missouri,07,H0MO07220,,Eric,Harleman,"Harleman, Eric",,R,"11,696",11.14%,,,,,,,,,,,,,,,,
1929,MO,Missouri,07,H0MO07261,,Kevin ,VanStory,"VanStory, Kevin ",,R,"10,486",9.99%,,,,,,,,,,,,,,,,
1930,MO,Missouri,07,H0MO07253,,Steve,Chentnik,"Chentnik, Steve",,R,"7,407",7.06%,,,,,,,,,,,,,,,,
1931,MO,Missouri,07,H6MO07235,,Camille,Lombardi-Olive,"Lombardi-Olive, Camille",,R,"5,969",5.69%,,,,,,,,,,,,,,,,
1932,MO,Missouri,07,n/a,,,,,Party Votes:,R,"104,965",,,,,,,,,,,,,,,,,
1933,MO,Missouri,07,H0MO07246,,Teresa,Montseny,"Montseny, Teresa",,D,"30,568",100.00%,,,"98,111",26.57%,,,,,W,,,,,,,
1934,MO,Missouri,07,n/a,,,,,Party Votes:,D,"30,568",,,,,,,,,,,,,,,,,
1935,MO,Missouri,07,H4MO07107,,Kevin ,Craig,"Craig, Kevin ",,LIB,508,100.00%,,,"15,573",4.22%,,,,,W,,,,,,,
1936,MO,Missouri,07,n/a,,,,,Party Votes:,LIB,508,,,,,,,,,,,,,,,,,
1937,MO,Missouri,07,H0MO07279,,Audrey,Richards,"Richards, Audrey",,W,,,,,"1,279",0.35%,,,,,,,,,,,,
1938,MO,Missouri,07,n/a,,Dennis,Davis,"Davis, Dennis",,W,,,,,2,0.00%,,,,,,,,,,,,
1939,MO,Missouri,07,n/a,,,,,District Votes:,,"136,041",,,,"369,283",,,,,,,,,,,,,
1940,MO,Missouri,08,H4MO08162,(I),Jason ,Smith,"Smith, Jason ",,R,"114,074",100.00%,,,"253,811",76.86%,,,,,W,W,,,,,,
1941,MO,Missouri,08,n/a,,,,,Party Votes:,R,"114,074",,,,,,,,,,,,,,,,,
1942,MO,Missouri,08,H8MO08098,,Kathy,Ellis,"Ellis, Kathy",,D,"20,354",100.00%,,,"70,561",21.37%,,,,,W,,,,,,,
1943,MO,Missouri,08,n/a,,,,,Party Votes:,D,"20,354",,,,,,,,,,,,,,,,,
1944,MO,Missouri,08,"H0MO08285
",,Tom,Schmitz,"Schmitz, Tom",,LIB,265,100.00%,,,"5,854",1.77%,,,,,W,,,,,,,
1945,MO,Missouri,08,n/a,,,,,Party Votes:,LIB,265,,,,,,,,,,,,,,,,,
1946,MO,Missouri,08,n/a,,,,,District Votes:,,"134,693",,,,"330,226",,,,,,,,,,,,,
1947,MO,Missouri,H,n/a,,,,,Total State Votes:,,"1,171,519",,,,"2,973,421",,,,,,,,,,,,,
1948,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,
1949,MT,Montana,00,H4MT00050,,Matt,Rosendale,"Rosendale, Matt",,R,"104,575",48.31%,,,"339,169",56.39%,,,,,W,W,,,,,,
1950,MT,Montana,00,H4MT01033,,Corey,Stapleton,"Stapleton, Corey",,R,"71,902",33.21%,,,,,,,,,,,,,,,,
1951,MT,Montana,00,H0MT01098,,Debra,Lamm,"Lamm, Debra",,R,"14,462",6.68%,,,,,,,,,,,,,,,,
1952,MT,Montana,00,H0MT00108,,Joe,Dooling,"Dooling, Joe",,R,"13,726",6.34%,,,,,,,,,,,,,,,,
1953,MT,Montana,00,H0MT01114,,Mark J.,McGinley,"McGinley, Mark J.",,R,"7,818",3.61%,,,,,,,,,,,,,,,,
1954,MT,Montana,00,H0MT01106,,John,Evankovich,"Evankovich, John",,R,"3,983",1.84%,,,,,,,,,,,,,,,,
1955,MT,Montana,00,n/a,,,Scattered,Scattered,,W(R),10,0.00%,,,,,,,,,,,,,,,,
1956,MT,Montana,00,n/a,,,,,Party Votes:,R,"216,476",,,,,,,,,,,,,,,,,
1957,MT,Montana,00,H8MT01232,,Kathleen,Williams,"Williams, Kathleen",,D,"133,436",89.47%,,,"262,340",43.61%,,,,,W,,,,,,,
1958,MT,Montana,00,H0MT00090,,Tom,Winter,"Winter, Tom",,D,"15,698",10.53%,,,,,,,,,,,,,,,,
1959,MT,Montana,00,n/a,,,Scattered,Scattered,,W(D),2,0.00%,,,,,,,,,,,,,,,,
1960,MT,Montana,00,n/a,,,,,Party Votes:,D,"149,136",,,,,,,,,,,,,,,,,
1961,MT,Montana,00,H0MT00124,,John,Gibney,"Gibney, John",,GRE,690,99.71%,,,#,,,,,,,,# The Montana Green Party candidates were removed from the general election ballot in August 2020 by court order.,,,,,
1962,MT,Montana,00,n/a,,,Scattered,Scattered,,W(GRE),2,0.29%,,,,,,,,,,,# The Montana Green Party candidates were removed from the general election ballot in August 2020 by court order.,,,,,
1963,MT,Montana,00,n/a,,,,,Party Votes:,GRE,692,,,,,,,,,,,,# The Montana Green Party candidates were removed from the general election ballot in August 2020 by court order.,,,,,
1964,MT,Montana,00,n/a,,,,,District Votes:,,"366,304",,,,"601,509",,,,,,,,,,,,,
1965,MT,Montana,H,n/a,,,,,Total State Votes:,,"366,304",,,,"601,509",,,,,,,,,,,,,
1966,MT,Montana,,n/a,,,,,,,,,,,,,,,,,,,,,,,,
1967,NE,Nebraska,01,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,R,"84,017",100.00%,,,"189,006",59.52%,,,,,W,W,,,,,,
1968,NE,Nebraska,01,n/a,,,,,Party Votes:,R,"84,017",,,,,,,,,,,,,,,,,
1969,NE,Nebraska,01,H0NE01120,,Kate ,Bolz,"Bolz, Kate ",,D,"43,400",77.64%,,,"119,622",37.67%,,,,,W,,,,,,,
1970,NE,Nebraska,01,H0NE01112,,Babs,Ramsey,"Ramsey, Babs",,D,"12,497",22.36%,,,,,,,,,,,,,,,,
1971,NE,Nebraska,01,n/a,,,,,Party Votes:,D,"55,897",,,,,,,,,,,,,,,,,
1972,NE,Nebraska,01,H0NE01146,,Dennis B.,Grace,"Grace, Dennis B.",,LIB,"1,047",100.00%,,,"8,938",2.81%,,,,,W,,,,,,,
1973,NE,Nebraska,01,n/a,,,,,Party Votes:,LIB,"1,047",,,,,,,,,,,,,,,,,
1974,NE,Nebraska,01,n/a,,,,,District Votes:,,"140,961",,,,"317,566",,,,,,,,,,,,,
1975,NE,Nebraska,02,H6NE02125,(I),Donald,Bacon,"Bacon, Donald",,R,"68,531",90.61%,,,"171,071",50.77%,,,,,W,W,,,,,,
1976,NE,Nebraska,02,H2NE02090,,Paul,Anderson,"Anderson, Paul",,R,"7,106",9.39%,,,,,,,,,,,,,,,,
1977,NE,Nebraska,02,n/a,,,,,Party Votes:,R,"75,637",,,,,,,,,,,,,,,,,
1978,NE,Nebraska,02,H8NE02220,,Kara,Eastman,"Eastman, Kara",,D,"45,953",62.16%,,,"155,706",46.21%,,,,,W,,,,,,,
1979,NE,Nebraska,02,H0NE02169,,Ann,Ashford,"Ashford, Ann",,D,"23,059",31.19%,,,,,,,,,,,,,,,,
1980,NE,Nebraska,02,H0NE02185,,Gladys,Harrison,"Harrison, Gladys",,D,"4,920",6.65%,,,,,,,,,,,,,,,,
1981,NE,Nebraska,02,n/a,,,,,Party Votes:,D,"73,932",,,,,,,,,,,,,,,,,
1982,NE,Nebraska,02,H0NE02193,,Tyler,Schaeffer,"Schaeffer, Tyler",,LIB,964,100.00%,,,"10,185",3.02%,,,,,W,,,,,,,
1983,NE,Nebraska,02,n/a,,,,,Party Votes:,LIB,964,,,,,,,,,,,,,,,,,
1984,NE,Nebraska,02,n/a,,,,,District Votes:,,"150,533",,,,"336,962",,,,,,,,,,,,,
1985,NE,Nebraska,03,H6NE03115,(I),Adrian,Smith,"Smith, Adrian",,R,"96,260",82.62%,,,"225,157",78.51%,,,,,W,W,,,,,,
1986,NE,Nebraska,03,H8NE03129,,Arron,Kowalski,"Kowalski, Arron",,R,"6,424",5.51%,,,,,,,,,,,,,,,,
1987,NE,Nebraska,03,H0NE03241,,Justin,Moran,"Moran, Justin",,R,"6,374",5.47%,,,,,,,,,,,,,,,,
1988,NE,Nebraska,03,H0NE03233,,William,Elfgren,"Elfgren, William",,R,"4,063",3.49%,,,,,,,,,,,,,,,,
1989,NE,Nebraska,03,H8NE03103,,Larry Lee Scott,Bolinger,"Bolinger, Larry Lee Scott",,R,"3,389",2.91%,,,,,,,,,,,,,,,,
1990,NE,Nebraska,03,n/a,,,,,Party Votes:,R,"116,510",,,,,,,,,,,,,,,,,
1991,NE,Nebraska,03,H0NE03225,,"Mark, Jr.",Elworth,"Elworth, Mark, Jr.",,D,"26,776",100.00%,,,"50,690",17.68%,,,,,W,,,,,,,
1992,NE,Nebraska,03,n/a,,,,,Party Votes:,D,"26,776",,,,,,,,,,,,,,,,,
1993,NE,Nebraska,03,H0NE03258,,Dustin C.,Hobbs,"Hobbs, Dustin C.",,LIB,561,100.00%,,,"10,923",3.81%,,,,,W,,,,,,,
1994,NE,Nebraska,03,n/a,,,,,Party Votes:,LIB,561,,,,,,,,,,,,,,,,,
1995,NE,Nebraska,03,n/a,,,,,District Votes:,,"143,847",,,,"286,770",,,,,,,,,,,,,
1996,NE,Nebraska,H,n/a,,,,,Total State Votes:,,"435,341",,,,"941,298",,,,,,,,,,,,,
1997,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,
1998,NV,Nevada,01,H8NV03036,(I),Dina,Titus,"Titus, Dina",,D,"31,916",82.64%,,,"137,868",61.77%,,,,,W,W,,,,,,
1999,NV,Nevada,01,H0NV01201,,"Anthony, Jr.",Thomas,"Thomas, Anthony, Jr.",,D,"4,324",11.20%,,,,,,,,,,,,,,,,
2000,NV,Nevada,01,"H0NV01235
",,Allen,Rheinhart,"Rheinhart, Allen",,D,"2,382",6.17%,,,,,,,,,,,,,,,,
2001,NV,Nevada,01,n/a,,,,,Party Votes:,D,"38,622",,,,,,,,,,,,,,,,,
2002,NV,Nevada,01,H8NV01261,,Joyce,Bentley,"Bentley, Joyce",,R,"5,565",35.65%,,,"74,490",33.37%,,,,,W,,,,,,,
2003,NV,Nevada,01,H0NV01052,,Josh,Elliott,"Elliott, Josh",,R,"4,549",29.14%,,,,,,,,,,,,,,,,
2004,NV,Nevada,01,H0NV01219,,Citlaly,Larios-Elias,"Larios-Elias, Citlaly",,R,"3,151",20.18%,,,,,,,,,,,,,,,,
2005,NV,Nevada,01,H8NV01220,,"Eddie ""MrLasVegas""",Hamilton,"Hamilton, Eddie ""MrLasVegas""",,R,"2,347",15.03%,,,,,,,,,,,,,,,,
2006,NV,Nevada,01,n/a,,,,,Party Votes:,R,"15,612",,,,,,,,,,,,,,,,,
2007,NV,Nevada,01,H4NV01187,,Kamau ,Bakari,"Bakari, Kamau ",,IAP,,,,,"6,190",2.77%,,,,,W,,,,,,,
2008,NV,Nevada,01,"H0NV01243
",,"Robert Van, Jr.",Strawder,"Strawder, Robert Van, Jr.",,LIB,,,,,"4,665",2.09%,,,,,W,,,,,,,
2009,NV,Nevada,01,n/a,,,,,District Votes:,,"54,234",,,,"223,213",,,,,,,,,,,,,
2010,NV,Nevada,02,H2NV02395,(I),Mark E.,Amodei,"Amodei, Mark E.",,R,"61,462",80.79%,,,"216,078",56.47%,,,,,W,W,,,,,,
2011,NV,Nevada,02,H8NV02137,,Joel,Beck,"Beck, Joel",,R,"11,308",14.86%,,,,,,,,,,,,,,,,
2012,NV,Nevada,02,H8NV02129,,Jesse Douglas ,Hurley,"Hurley, Jesse Douglas ",,R,"3,307",4.35%,,,,,,,,,,,,,,,,
2013,NV,Nevada,02,n/a,,,,,Party Votes:,R,"76,077",,,,,,,,,,,,,,,,,
2014,NV,Nevada,02,H0NV02209,,Patricia,Ackerman,"Ackerman, Patricia",,D,"26,411",48.90%,,,"155,780",40.71%,,,,,W,,,,,,,
2015,NV,Nevada,02,H8NV02095,,Clint,Koble,"Koble, Clint",,D,"12,315",22.80%,,,,,,,,,,,,,,,,
2016,NV,Nevada,02,H0NV02217,,Ed,Cohen,"Cohen, Ed",,D,"7,186",13.30%,,,,,,,,,,,,,,,,
2017,NV,Nevada,02,H6NV02255,,Rick,Shepherd,"Shepherd, Rick",,D,"3,998",7.40%,,,,,,,,,,,,,,,,
2018,NV,Nevada,02,"H0NV02258
",,Reynaldo,Hernandez,"Hernandez, Reynaldo",,D,"2,790",5.17%,,,,,,,,,,,,,,,,
2019,NV,Nevada,02,H0NV02233,,"Steve ""Pragmatic""",Schiffman,"Schiffman, Steve ""Pragmatic""",,D,974,1.80%,,,,,,,,,,,,,,,,
2020,NV,Nevada,02,H8NV02145,,Ian,Luetkehans,"Luetkehans, Ian",,D,338,0.63%,,,,,,,,,,,,,,,,
2021,NV,Nevada,02,n/a,,,,,Party Votes:,D,"54,012",,,,,,,,,,,,,,,,,
2022,NV,Nevada,02,"H2NV02205
 
",,Janine,Hansen,"Hansen, Janine",,IAP,,,,,"10,815",2.83%,,,,,W,,,,,,,
2023,NV,Nevada,02,n/a,,,,,District Votes:,,"130,089",,,,"382,673",,,,,,,,,,,,,
2024,NV,Nevada,03,H6NV04020,(I),Susie,Lee,"Lee, Susie",,D,"49,223",82.78%,,,"203,421",48.75%,,,,,W,W,,,,,,
2025,NV,Nevada,03,H0NV03181,,Dennis,Sullivan,"Sullivan, Dennis",,D,"5,830",9.80%,,,,,,,,,,,,,,,,
2026,NV,Nevada,03,H0NV03199,,Tiffany Ann,Watson,"Watson, Tiffany Ann",,D,"4,411",7.42%,,,,,,,,,,,,,,,,
2027,NV,Nevada,03,n/a,,,,,Party Votes:,D,"59,464",,,,,,,,,,,,,,,,,
2028,NV,Nevada,03,H0NV03132,,"Dan ""Big Dan""",Rodimer,"Rodimer, Dan ""Big Dan""",,R,"25,143",49.82%,,,"190,975",45.77%,,,,,W,,,,,,,
2029,NV,Nevada,03,H0NV03116,,Dan,Schwartz,"Schwartz, Dan",,R,"13,667",27.08%,,,,,,,,,,,,,,,,
2030,NV,Nevada,03,H0NV03173,,Mindy,Robinson,"Robinson, Mindy",,R,"6,659",13.19%,,,,,,,,,,,,,,,,
2031,NV,Nevada,03,"H0NV03207
",,Brian,Nadell,"Nadell, Brian",,R,"1,971",3.91%,,,,,,,,,,,,,,,,
2032,NV,Nevada,03,H0NV03140,,"Corwin ""Cory""",Newberry,"Newberry, Corwin ""Cory""",,R,"1,913",3.79%,,,,,,,,,,,,,,,,
2033,NV,Nevada,03,"H0NV03215
",,Victor R.,Willert,"Willert, Victor R.",,R,"1,116",2.21%,,,,,,,,,,,,,,,,
2034,NV,Nevada,03,n/a,,,,,Party Votes:,R,"50,469",,,,,,,,,,,,,,,,,
2035,NV,Nevada,03,H4NV04058,,Steve,Brown,"Brown, Steve",,LIB,,,,,"12,315",2.95%,,,,,W,,,,,,,
2036,NV,Nevada,03,H0NV03066,,"Ed S., II",Bridges,"Bridges, Ed S., II",,IAP,,,,,"10,541",2.53%,,,,,W,,,,,,,
2037,NV,Nevada,03,n/a,,,,,District Votes:,,"109,933",,,,"417,252",,,,,,,,,,,,,
2038,NV,Nevada,04,H2NV04011,(I),Steven,Horsford,"Horsford, Steven",,D,"39,656",75.06%,,,"168,457",50.67%,,,,,W,W,,,,,,
2039,NV,Nevada,04,"H0NV04155
",,Jennifer,Eason,"Eason, Jennifer",,D,"4,968",9.40%,,,,,,,,,,,,,,,,
2040,NV,Nevada,04,H0NV04130,,Gabrielle,d'Ayr,"d'Ayr, Gabrielle",,D,"3,847",7.28%,,,,,,,,,,,,,,,,
2041,NV,Nevada,04,H0NV04122,,Gregory,Kempton,"Kempton, Gregory",,D,"1,507",2.85%,,,,,,,,,,,,,,,,
2042,NV,Nevada,04,"H0NV04148
",,Chris,Colley,"Colley, Chris",,D,"1,431",2.71%,,,,,,,,,,,,,,,,
2043,NV,Nevada,04,"H0NV03223
",,George J.,Brucato,"Brucato, George J.",,D,"1,424",2.70%,,,,,,,,,,,,,,,,
2044,NV,Nevada,04,n/a,,,,,Party Votes:,D,"52,833",,,,,,,,,,,,,,,,,
2045,NV,Nevada,04,H0NV04015,,Jim,Marchant,"Marchant, Jim",,R,"15,760",34.75%,,,"152,284",45.80%,,,,,W,,,,,,,
2046,NV,Nevada,04,H0NV04023,,Sam,Peters,"Peters, Sam",,R,"12,755",28.12%,,,,,,,,,,,,,,,,
2047,NV,Nevada,04,H0NV04056,,Lisa Song,Sutton,"Sutton, Lisa Song",,R,"6,846",15.09%,,,,,,,,,,,,,,,,
2048,NV,Nevada,04,H0NV04031,,Charles,Navarro,"Navarro, Charles",,R,"2,870",6.33%,,,,,,,,,,,,,,,,
2049,NV,Nevada,04,H0NV04114,,Rebecca,Wood,"Wood, Rebecca",,R,"2,847",6.28%,,,,,,,,,,,,,,,,
2050,NV,Nevada,04,H0NV04064,,Leo,Blundo,"Blundo, Leo",,R,"1,923",4.24%,,,,,,,,,,,,,,,,
2051,NV,Nevada,04,"H0NV04163
",,Rosalie,Bingham,"Bingham, Rosalie",,R,"1,331",2.93%,,,,,,,,,,,,,,,,
2052,NV,Nevada,04,H0NV04072,,Randi,Reed,"Reed, Randi",,R,"1,023",2.26%,,,,,,,,,,,,,,,,
2053,NV,Nevada,04,n/a,,,,,Party Votes:,R,"45,355",,,,,,,,,,,,,,,,,
2054,NV,Nevada,04,H0NV04049,,Jonathan Royce,Esteban,"Esteban, Jonathan Royce",,LIB,,,,,"7,978",2.40%,,,,,W,,,,,,,
2055,NV,Nevada,04,"H0NV04171
",,Barry L.,Rubinson,"Rubinson, Barry L.",,IAP,,,,,"3,750",1.13%,,,,,W,,,,,,,
2056,NV,Nevada,04,n/a,,,,,District Votes:,,"98,188",,,,"332,469",,,,,,,,,,,,,
2057,NV,Nevada,H,n/a,,,,,Total State Votes:,,"392,444",,,,"1,355,607",,,,,,,,,,,,,
2058,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,
